"complex","target"
"Arp2/3 protein complex","103633595"
"Modulator","100272678"
"PA700 complex","100272678"
"PA700 complex","100217166"
"PA700 complex","100274064"
"PA700 complex","ZEAMMB73_Zm00001d038970"
"DNMT3B complex","103650874"
"TRAP complex","100279374"
"NUMAC complex (nucleosomal methylation activator complex)","100191936"
"Nup 107-160 subcomplex","100272594"
"Nup 107-160 subcomplex","100381924"
"Anaphase-promoting complex","100192791"
"Anaphase-promoting complex","ZEAMMB73_Zm00001d017475"
"Anaphase-promoting complex","103641394"
"Anaphase-promoting complex","103626410"
"Ku antigen-NARG1 complex","100381505"
"Ku antigen-NARG1 complex","ZEAMMB73_Zm00001d034894"
"RNA polymerase II holoenzyme complex","100285960"
"RNA polymerase II holoenzyme complex","ZEAMMB73_Zm00001d005295"
"RNA polymerase II holoenzyme complex","100274310"
"RNA polymerase II holoenzyme complex","100283223"
"RNA polymerase II holoenzyme complex","100286035"
"RNA polymerase II holoenzyme complex","100192494"
"RNA polymerase II holoenzyme complex","ZEAMMB73_Zm00001d001809"
"RNA polymerase II core complex","ZEAMMB73_Zm00001d005295"
"RNA polymerase II core complex","100283223"
"RNA polymerase II core complex","100286035"
"TFIIH transcription factor complex","100285960"
"TFIIH transcription factor complex","100274310"
"TFIIH transcription factor complex","100192494"
"TFIIH transcription factor complex","ZEAMMB73_Zm00001d001809"
"Prefoldin complex","ZEAMMB73_Zm00001d016458"
"Prefoldin complex","ZEAMMB73_Zm00001d032649"
"SNAPc (small nuclear RNA-activating protein) complex","ZEAMMB73_Zm00001d012084"
"GPI-GnT activity complex","100273079"
"GPI-GnT activity complex","100279447"
"Rnase/Mrp complex","ZEAMMB73_Zm00001d044597"
"Rnase/Mrp complex","ZEAMMB73_Zm00001d022551"
"NDC80 kinetochore complex","ZEAMMB73_Zm00001d034840"
"CD147-gamma-secretase complex","100277447"
"CCT-Prefoldin complex","ZEAMMB73_Zm00001d016458"
"CCT-Prefoldin complex","ZEAMMB73_Zm00001d032649"
"PBAF complex (Polybromo- and BAF containing complex)","100191936"
"Condensin I-PARP-1-XRCC1 complex","103650874"
"Condensin I-PARP-1-XRCC1 complex","100283527"
"Condensin I-PARP-1-XRCC1 complex","ZEAMMB73_Zm00001d022396"
"Condensin I-PARP-1-XRCC1 complex","ZEAMMB73_Zm00001d045655"
"Condensin II","103650874"
"Condensin II","103640950"
"Condensin II","ZEAMMB73_Zm00001d033333"
"COG complex","ZEAMMB73_Zm00001d046973"
"COG complex","103643245"
"COG complex","ZEAMMB73_Zm00001d038059"
"Cohesin-SA1 complex","ZEAMMB73_Zm00001d039189"
"Cohesin-SA2 complex","ZEAMMB73_Zm00001d039189"
"MRN complex (MRE11-RAD50-NBN complex)","ZEAMMB73_Zm00001d050612"
"OGT-TRAK1-TRAK2 complex","ZEAMMB73_Zm00001d050343"
"Respiratory chain complex I (holoenzyme), mitochondrial","nad4L"
"Respiratory chain complex I (holoenzyme), mitochondrial","100283425"
"Respiratory chain complex I (holoenzyme), mitochondrial","ZEAMMB73_Zm00001d018479"
"Respiratory chain complex I (holoenzyme), mitochondrial","100282004"
"26S proteasome","100282706"
"26S proteasome","100274064"
"BAF complex","100191936"
"20S proteasome","100282706"
"PA28-20S proteasome","100282706"
"PA700-20S-PA28 complex","100272678"
"PA700-20S-PA28 complex","100217166"
"PA700-20S-PA28 complex","100282706"
"PA700-20S-PA28 complex","100274064"
"PA700-20S-PA28 complex","ZEAMMB73_Zm00001d038970"
"PA28gamma-20S proteasome","100282706"
