"protein_A","protein_B"
"AAR2","GYP5"
"ABP140","SLA2"
"ACC1","SEC27"
"ACC1","VMA1"
"ACE2","PMT3"
"ACH1","MMP1"
"ACT1","BSP1"
"ADE1","COA1"
"ADE16","ADE17"
"ADE16","BMH1"
"ADE2","USO1"
"ADE8","PTH2"
"ADH5","ATG34"
"ADP1","FIR1"
"ADP1","PEP3"
"ADP1","PEP5"
"ADP1","VAM6"
"ADP1","VPS33"
"ADY2","PDI1"
"ADY3","SMY2"
"ADY4","ICP55"
"AFG3","MCM2"
"AFG3","MDM12"
"AFG3","YTA12"
"AGP1","RPO31"
"AGP1","SPC110"
"AHA1","YPT31"
"AI3","SFT1"
"AIM11","IMP3"
"AIM14","APS1"
"AIM20","IME2"
"AIM20","OXP1"
"AIM23","SRC1"
"AIM39","MED11"
"AIM45","GAL83"
"AIM46","BEM2"
"AIM9","FRE4"
"AKR1","STE4"
"ALD4","FRE5"
"ALG1","IQG1"
"ALG3","ANB1"
"ALG5","YGR266W"
"ALG9","GAR1"
"ALY2","RSP5"
"AMD1","MVP1"
"AMD1","VBA1"
"AMD1","YJL163C"
"ANB1","APC1"
"ANP1","ERG7"
"ANP1","MNN10"
"ANP1","MNN11"
"ANP1","MNN9"
"AOS1","RPN2"
"APA2","ARL3"
"APC1","APC9"
"APC1","CDC23"
"APC1","CDC26"
"APC1","DOC1"
"APC1","MND2"
"APC1","MTC1"
"APC1","SWM1"
"APC1","YEF3"
"APE2","VMA16"
"APL1","APL3"
"APL1","APM4"
"APL1","TGL5"
"APL2","APL4"
"APL2","APM1"
"APL2","APM2"
"APL2","APS1"
"APL2","IRC6"
"APL2","RPL20A"
"APL2","RPL3"
"APL2","RPS8B"
"APL2","SAS4"
"APL2","YFL034W"
"APL3","APM4"
"APL4","APM1"
"APL4","APM2"
"APL4","APS1"
"APL4","RPL3"
"APL4","RPS8B"
"APL4","YFL034W"
"APL5","APL6"
"APL5","APM3"
"APL5","APS3"
"APL6","APM3"
"APL6","NOP15"
"APL6","RSA3"
"APM1","APM2"
"APM1","APS1"
"APM1","IRC6"
"APM1","RPL3"
"APM1","RPS8B"
"APM2","APS1"
"APM2","YFL034W"
"APM3","APS3"
"APM4","ATG34"
"APN1","YBR219C"
"APQ12","OLE1"
"APS1","IRC6"
"APS1","RPL3"
"APS1","RPS8B"
"AQR1","PAP2"
"ARA2","SPO14"
"ARC15","YOR020W-A"
"ARE1","TIF1"
"ARE2","YFH1"
"ARG8","OPI1"
"ARH1","TIP41"
"ARO1","HOM2"
"ARO9","PEX17"
"ARP2","ARP3"
"ARP7","RSC3"
"ARP9","RSC3"
"ARP9","VPS1"
"ASE1","NPP1"
"ASG1","YPK1"
"ASI3","PIN4"
"ASP3-1","BCD1"
"AST1","CAT5"
"ATG1","ATG13"
"ATG11","ATG17"
"ATG11","ATG29"
"ATG11","BMH1"
"ATG11","CIS1"
"ATG14","STE13"
"ATG18","ATG2"
"ATG20","SNX4"
"ATG21","FMN1"
"ATG26","BUD3"
"ATG27","RTT10"
"ATG32","PRE4"
"ATG34","EDS1"
"ATG34","TSA2"
"ATG8","ATP14"
"ATM1","LRS4"
"ATP1","ATP14"
"ATP1","ATP15"
"ATP1","ATP17"
"ATP1","ATP2"
"ATP1","ATP4"
"ATP1","ATP5"
"ATP1","ATP7"
"ATP11","ATP2"
"ATP12","ERV15"
"ATP14","ATP15"
"ATP14","ATP16"
"ATP14","ATP17"
"ATP14","ATP3"
"ATP14","ATP4"
"ATP14","ATP5"
"ATP14","ATP7"
"ATP14","YGR079W"
"ATP15","ATP17"
"ATP15","ATP3"
"ATP15","ATP4"
"ATP15","ATP5"
"ATP15","ATP7"
"ATP17","ATP2"
"ATP17","ATP3"
"ATP17","ATP4"
"ATP17","ATP5"
"ATP17","ATP7"
"ATP17","SWF1"
"ATP18","LCP5"
"ATP2","ATP5"
"ATP2","ATP7"
"ATP20","MRS1"
"ATP22","RPL18B"
"ATP22","YOL057W"
"ATP23","HOS2"
"ATP25","IMG1"
"ATP25","IMG2"
"ATP25","MRPL1"
"ATP25","MRPL13"
"ATP25","MRPL20"
"ATP25","MRPL24"
"ATP25","MRPL8"
"ATP25","MRPL9"
"ATP25","YML6"
"ATP3","ATP4"
"ATP3","ATP5"
"ATP3","ATP7"
"ATP4","ATP5"
"ATP4","ATP7"
"ATP4","BYE1"
"ATP5","ATP7"
"ATR1","ERG11"
"ATX1","PHO3"
"ATX1","YOR020W-A"
"AVL9","YDL012C"
"AVL9","YKR018C"
"AVO1","GEM1"
"AVO2","TSC11"
"AVT6","IML3"
"AVT7","YJL068C"
"AZF1","YTA6"
"BAG7","GTT3"
"BAP2","ISA1"
"BAR1","SBA1"
"BCH1","BCH2"
"BCH1","CHS5"
"BCH2","BTN2"
"BCH2","CHS5"
"BCP1","VMA8"
"BDF1","PNS1"
"BDF1","SEC2"
"BEM2","CDC25"
"BEM2","RPS14B"
"BEM4","VMS1"
"BET3","BET5"
"BET3","HPA3"
"BET3","TRS120"
"BET3","TRS130"
"BET3","TRS20"
"BET3","TRS23"
"BET3","TRS31"
"BET3","TRS33"
"BET3","TRS65"
"BET3","TRS85"
"BET3","UTP20"
"BET4","NCR1"
"BET5","TRS120"
"BET5","TRS20"
"BET5","TRS31"
"BET5","TRS85"
"BFR1","BRX1"
"BFR1","CDC11"
"BFR1","PUF4"
"BFR1","RPS15"
"BFR1","RPS7A"
"BIO5","YLR143W"
"BIR1","KEG1"
"BLM10","PRE1"
"BLM10","PRE6"
"BMH2","NTH1"
"BMH2","PIK1"
"BOI1","TSC10"
"BOI2","PHO3"
"BOI2","RGI1"
"BOI2","YOR020W-A"
"BOS1","SLY1"
"BRL1","RAD5"
"BRR2","SEY1"
"BRR6","RRT14"
"BSC5","SPC1"
"BSP1","PRK1"
"BSP1","RPL19B"
"BSP1","UBR1"
"BTN2","SNF3"
"BUD13","YKL100C"
"BUD2","ELP3"
"BUD7","CHS5"
"BUD8","TOM1"
"BUD8","UBA1"
"BUD9","PRR2"
"BUG1","GRH1"
"BUR2","SCP160"
"BUR6","PHO84"
"CAB2","YPC1"
"CAR1","PMT1"
"CBF5","IMD3"
"CBF5","SNL1"
"CBP3","CBP6"
"CBP3","YOL107W"
"CBP6","YOL107W"
"CBS2","NAB2"
"CCC2","NMD5"
"CCC2","SAC3"
"CCR4","COS9"
"CCR4","GEM1"
"CCT4","KAP123"
"CCZ1","CTR2"
"CCZ1","MON1"
"CCZ1","PRP16"
"CDC10","CDC11"
